I01169873,哪吒之魔童降世,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/05226641afb724279136b485816c0c0fe9b4c6910,CC01000020,影视,《哪吒之魔童降世》为观众带来了视觉和情感的双重冲击，是我国第一部跻身内地票房榜前十的动画电影。@图虫创意,['励志', '温情', '动画电影', '神话', '哪吒之魔童降世']
I01164326,哪吒之魔童降世,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0361256d39cc6a65ea0e52be0c6e2f4e9424056bd,CC01000020,影视,哪吒，魔丸转世，永远顶着两坨黑眼圈、到处惹麻烦的哪吒犹如“混世魔童”，本性善良，他的成长十分坎坷，因为生而为魔从小遭受世人的排挤，他将如何在成长过程中证明自己，来赢得人们的尊重。@有料,['动画', '动画电影', '神话', '哪吒', '哪吒之魔童降世']
I01035504,“神偷奶爸”再度回归,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/070bf58f4a0adf9abf28d8d380c56c2fa2f429375,CC01000020,影视,搞笑有高招的“小黄人”一直深受大小观众喜爱。苦等3年，这个暑假终于盼来《神偷奶爸3》。新一集依然延续前两集“温馨亲情”的主题，格鲁一家再度扩容，与孪生弟弟德鲁意外重逢。@看电影,['小黄人', '《神偷奶爸》', '小米精选']
I01164325,哪吒之魔童降世,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0e612d5d32c96465900e53be068e2b4296ce86e53,CC01000020,影视,敖丙，灵珠化身，东海龙王三太子，申公豹的徒弟，与哪吒不打不相识，背负龙族期望，全族压力令他痛苦不堪，他将如何选择自己的命运？@有料,['动画', '动画电影', '神话', '哪吒', '哪吒之魔童降世']
I01164324,哪吒之魔童降世,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/025ec14849eea4e96038c7b431568e671dc76d129,CC01000020,影视,《哪吒之魔童降世》由饺子执导，改编自中国神话故事，讲述了哪吒虽“生而为魔”却“逆天而行斗到底”的成长经历的故事。@有料,['动画', '动画电影', '神话', '哪吒', '哪吒之魔童降世']
I01035508,“神偷奶爸”再度回归,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/075ca95d88d9842d01d21bb5aa1a0a1ec723406fa,CC01000020,影视,内心善良的“坏蛋”格鲁，细心照料着三个可爱的小女儿和一群死心塌地跟随他的小黄人。格鲁见到了失散多年的双胞胎兄弟德鲁，兄弟打算联手抓住布莱德，不过兄弟之间的竞争让格鲁陷入了意想不到的困境。@看电影,['小黄人', '卡通', '《神偷奶爸》', '格鲁', '小米精选']
I01035506,“神偷奶爸”再度回归,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0d0bf55f4f0ad49af228dad383156725a8abbcf97,CC01000020,影视,极受欢迎的“小黄人”这一次也继续发挥卖萌的本色，一会儿变成歌手现身歌唱大赛，一会儿又群策群力用洗衣机、马桶和浴缸做飞机，成为全片搞笑担当！虽然戏不多，却承包了绝大多数的笑点。@看电影,['小黄人', '卡通', '小猪', '《神偷奶爸》', '小米精选']
I01049230,复仇者联盟3,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0e183f42475384a442bd3f04c57a5e73d548a6211,CC01000020,影视,《复仇者联盟3：无限战争》是漫威人物的空前集结。灭霸是漫威影片史上最强大的反派，他以集齐力量、时间、空间、灵魂、现实和心灵六大宝石，完成无限手套，毁灭生命为最终目标。@看电影,['钢铁侠', '复仇者联盟', '绿巨人']
I01166185,哪吒之魔童降世,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0197ca5e0abcd48960ef4962c4d4071416d5d20a9,CC01000020,影视,《哪吒之魔童降世》将民间故事做了大胆的颠覆，剧情的起承转合一气呵成，而且饱含情感力量，被称为国产动画电影的良心之作。@图虫创意,['幽默', '励志', '动画', '哪吒之魔童降世']
I01047422,变形金刚,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0815446a7ca367ba025b901de69d2534d0f40d4d9,CC01000020,影视,到了2000年，汽车人与霸天虎展开血战。霸天虎在威震天的带领下袭击汽车人的飞船、铁皮、救护车，大汉、警车等相继被威震天杀死。霸天虎进攻汽车人基地。擎天柱率全体汽车人迎战霸天虎，擎天柱和威震天最终决战。@图虫创意,['英雄', '机器人', '变形金刚', '小米精选']
I01049231,复仇者联盟3,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0da304cd80cf71b92088766d82219ef7bb843d565,CC01000020,影视,蜘蛛侠回归漫威之后，小蜘蛛彼得·帕克由汤姆·赫兰德饰演。在复仇者联盟的“小蜘蛛”还只是一个青少年，但在钢铁侠的引领支持下，真正肩负起超级英雄的职责。@看电影,['英雄', '蜘蛛侠', '超级英雄']
I01159977,蜘蛛侠：英雄远征,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/037335151845fa6cc78d155270641be872941d6d7,CC01000020,影视,漫威超级英雄大片《蜘蛛侠：英雄远征》依旧由导演乔·沃茨执导，汤姆·赫兰德继续饰演蜘蛛侠彼得·帕克，并将对抗由杰克·吉伦哈尔加盟饰演的大反派神秘客。@看电影,['英雄', '蜘蛛侠', '蜘蛛侠：英雄远征']
I01049405,传奇钢铁侠,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/011834524e548aa481bd3704c66a5172d674215ef,CC01000020,影视,钢铁侠是斯塔克工业的董事长，因于一场阴谋绑架中，胸部遭弹片穿入，生命危在旦夕，为了挽救自己的生命，在同被绑架的物理学家的协助下托尼造出了防止弹片侵入心脏的方舟反应炉，从而逃过一劫。@图虫创意,['漫威', '钢铁侠', '机器人', '小米精选']
I01032651,你不知道的蜘蛛侠,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0a48e7410b8f9482c22562e9271b8ed33be45144f,CC01000020,影视,蜘蛛侠原是漫威漫画中的超级英雄角色，1999年索尼花费几百万美元从漫威手中买下了蜘蛛侠的电影版权。所以蜘蛛侠无法出现在复仇者电影中，不过索尼与漫威已经达成共识，蜘蛛侠将很快回归漫威。@图虫创意,['墙壁', '漫威', '英雄', '蜘蛛侠']
I01374335,“哆啦A梦远古历险记”,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/0f3891a911d634fbc96f733b6c6439299347e4c70,CC01000020,影视,《哆啦A梦：新大雄的日本诞生》故事讲述了因为迫于家里的压力，大雄、胖虎、小夫和静香都一起离家出走了，在哆啦A梦的帮助下回到七万年前的地球，在那里遇到了光明族与黑暗族，被卷入两组之间的斗争中，冒险就由此开始了。@品鉴图库,['哆啦A梦', '动画电影']
I01045607,蜘蛛侠的前世今生,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0b75e568e4cb50641c5156b3f8fb964c1764070ed,CC01000020,影视,蜘蛛侠的初次登场，是在1962年8月第15期的《惊奇幻想》上。如果现在你手里还幸存着一本八九成新的原版，那你就发大财了，因为最高的拍卖价已经达到了110万。@图虫创意,['漫威', '英雄', '蜘蛛侠', '超级英雄', '飞行']
I01045837,蜘蛛侠化身毒蜘蛛,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0fd68c5152e0d4c6d1cfe03672ad1d9fbc216a674,CC01000020,影视,蜘蛛侠的内心的阴暗面开始反客为主，他成了“邪恶”最完美的寄主，这种“邪恶”最终演变成了毒蜘蛛衣。彼得·帕克的道德准则越来越模糊，然而他自己却无法查觉这变化。@图虫创意,['严肃', '漫威', '英雄', '蜘蛛侠', '超级英雄', '小米精选']
I01049233,复仇者联盟3,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0da304cd80cf72b92388766d82219ef7bb843d565,CC01000020,影视,由克里斯·埃文斯饰演的美国队长是军方科技的成果，相比其他英雄，他是一个来自过去的人。他的战斗力不是最强，但却是复仇者联盟中的核心人物。@看电影,['英雄', '超级英雄', '复仇者联盟']
I01049232,复仇者联盟3,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0da304cd80cf72b92a88786d8a2191f7bf843d565,CC01000020,影视,小罗伯特·唐尼饰演的钢铁侠托尼·斯塔克，是复仇者联盟的灵魂人物。他有时也会傲慢自大，但无论是财富、名誉、知识还是能力，他都是复仇者联盟中的翘楚。@看电影,['酷炫', '钢铁侠', '英雄', '小罗伯特·唐尼', '超级英雄', '小米精选']
I01047426,变形金刚,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0b4bb045ef882413b2abef000069e3f8d44d83018,CC01000020,影视,数千万年前，宇宙中的智慧生命五面怪在宇宙中建造了一个赛博特恩星球，在这个星球上，五面怪在这个星球上制造了两条生产线--军用和民用。这两条生产线上出产的机器人就是后来变形金刚的祖先。@视觉中国,['英雄', '机器人', '变形金刚', '小米精选']
I01037277,《蜘蛛侠：英雄归来》,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/05a7f40e6202e226b073741d42eb3fffc46409414,CC01000020,影视,与小蜘蛛交手的迈克尔·基顿，在“如愿以偿”当上一回“鸟人”秃鹰后，更是拿出来奥斯卡级演技来撑场。,['漫威', '蜘蛛侠', '飞行', '秃鹰']
I01045839,蜘蛛侠化身毒蜘蛛,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0775ed58e6c3546450515eb3f08b9e4816b1bfc7b,CC01000020,影视,饱受爱恨折磨的彼得·帕克再也无法忍受“黑色蜘蛛皮”的纠缠，便一怒之下将其丢弃。恰巧，帕克的同行埃迪·布鲁克“有幸”得到了黑色蜘蛛服。就此，蜘蛛侠的又一大劲敌“毒液”轰然诞生。@图虫创意,['漫威', '英雄', '蜘蛛侠', '超级英雄', '小米精选']
I01056619,西游记之大圣归来,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0f78446c7f8774206871597185525d2cc7d4360a5,CC01000020,影视,影片是根据《西游记》进行拓展和演绎的3D动画电影，讲述了已于五行山下寂寞沉潜五百年的孙悟空被儿时的唐僧——俗名江流儿的小和尚误打误撞地解除封印后，在相互陪伴的冒险之旅中找回初心，完成自我救赎的故事。@图虫创意
,['动画', '神话', '孙悟空', '西游记之大圣归来']
I01044678,复仇者联盟超级英雄,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/04d684c153e2d8c612cfee3679ad1696bf24172dc,CC01000020,影视,一股突如其来的强大邪恶势力对地球造成致命威胁，长期致力于保护全球安危的神盾局意识到必须创建一个“史上最强”的联盟组织，云集各方超级英雄一起发威，才能拯救世界于水深火热，抵御黑暗势力的侵袭。@图虫创意,['漫威', '钢铁侠', '超级英雄', '复仇者联盟', '黑寡妇', '绿巨人']
I01045610,蜘蛛侠的前世今生,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0075ed58e6c45464105151b3f07b9e4f16b16fc7b,CC01000020,影视,2001年加入了一个叫伊齐-吉尔的新角色，他透露蜘蛛侠的超能力实际上是一种魔法，而且放射性蜘蛛的那神来之咬，其实是早有预谋的，还是场史诗级的大阴谋。@图虫创意,['漫威', '英雄', '蜘蛛侠', '超级英雄']
I01374338,功夫熊猫3,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/0ab433e3ebccc4f2fb8ee0b4820a450aeb6c115e9,CC01000020,影视,《功夫熊猫3》作为功夫熊猫动画系列的续集，延续了“中国功夫+熊猫”的基本叙事元素组合，在书法、气等一系列中华文化的加持下呈上一出东方视觉盛宴，同时又展现出中西文化的差异。@有料,['强壮', '功夫', '功夫熊猫', '酷帅', '动画电影']
I01369904,精灵总是要冒险,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/0e304f0ab2ba2427dae2ccde555c21d9f116d63b9,CC01000020,影视,《蓝精灵：寻找神秘村》讲述蓝精灵村唯一的女性角色蓝妹妹带着聪聪、笨笨、健健，寻找更多女性蓝精灵，并在途中和格格巫展开了万年不变的追逐战。@品鉴图库,['蓝精灵', '动画电影', '蓝精灵：寻找神秘村']
I01045207,超级英雄的绿幕演技,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0b75e468eacb5364165155b3fefb964c1c64070ed,CC01000020,影视,小罗伯特在饰演钢铁侠时的身体和脑袋的位置都很稳定，很少晃动，也很少眨眼。这是典型的high status（高等级）肢体语言，能够让角色显得高人一等，具有无声的压力。@视觉中国,['漫威', '钢铁侠', '超级英雄', '复仇者联盟', '小米精选']
I01049229,复仇者联盟3,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0da304cd80cf71b92688756d8f2196f7bb843d565,CC01000020,影视,本尼迪克特·康伯巴奇饰演的斯特兰奇博士在《奇异博士》一片中，经过古一法师的训练，由科学家变成魔法师。他拥有的六大无限宝石之一的时间宝石，能够改变、操控时间。@看电影,['英雄', '超级英雄', '复仇者联盟', '本尼迪克特·康伯巴奇']
I01047427,变形金刚,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0d4bb045ef882413b2abe4000089e3fbd44dc3018,CC01000020,影视,公元2010年，由于地球乃至整个宇宙都感染了仇恨疯狂症，所有人都在乱打一气。汽车人领袖擎天柱复活，将世界从仇恨疯狂症中解救出来。此战后惊破天说:"我很佩服你，擎天柱大哥，以后不会再有战争了。"变形金刚的故事至此应说完美的结束。@视觉中国,['英雄', '机器人', '变形金刚']
I01045206,超级英雄的绿幕演技,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0b75e468eacb53641e5150b3f6fb914c1864070ed,CC01000020,影视,虽然在演出“美国队长”之前，克里斯·埃文斯就已经在《神奇四侠》中演出“霹雳火”一角；但再对比他2000年出道作品《新生报到》，你不能否认一路演完3集《美国队长》的他，演技突飞猛进@视觉中国,['漫威', '美国队长', '超级英雄', '复仇者联盟', '小米精选']
I01159979,蜘蛛侠：英雄远征,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0b36bd45091214da70257b63dc5eb98a42775008c,CC01000020,影视,《蜘蛛侠：英雄远征》战斗高燃场面炸裂，终局之战后的世界将面临怎样的新危机？蜘蛛侠能否力挽狂澜，拯救欧洲？@看电影,['英雄', '蜘蛛侠', '蜘蛛侠：英雄远征']
I01045613,复仇者！集合！,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/04d685c155e2d3c612cfe8367bad1796b424172dc,CC01000020,影视,从一开始复仇者联盟的成员名单便不断的更动，不断更改的成员名单已成为复仇者联盟的特点，但一个主题从未变过，那就是专与单一超级英雄无法应付的敌人作战，也是他们著名战斗口号“复仇者，集合！”的由来。@图虫创意,['漫威', '美国队长', '钢铁侠', '英雄', '超级英雄']
I01044871,你不知道的钢铁侠,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/04d684c15ee2d0c61dcfe3367bad1696b024172dc,CC01000020,影视,钢铁侠是由斯坦李老爷子创作的，他本来是想挑战一下，创作出一个人人都讨厌但又不得不爱的英雄，现在看来，他成功做到了这一点。@图虫创意,['漫威', '钢铁侠', '超级英雄']
I01154380,复仇者联盟4 终局之战,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0f4ea408e112d2916713eaebbc93d1e5d87400c39,CC01000020,影视,《复仇者联盟4：终局之战》的故事，发生在灭霸消灭宇宙一半的生灵并重创复仇者联盟之后，剩余的英雄被迫背水一战，为22部漫威电影写下传奇终章。@看电影,['酷炫', '漫威', '美国队长', '超级英雄', '希望', '复仇者联盟4', '小米精选']
I01252385,漫威史上最伟大英雄,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/07219b539d5f14a5e011dd9e55115c296ae2cc52b,CC01000020,影视,从上学到工作，除了诸事不顺，蜘蛛侠没有什么顺利的事情。有着生活中学业、失恋、工作等等苦恼。看到蜘蛛侠，我们都能从生活中找到自己的影子。具有现实主义色彩的“好邻居”蜘蛛侠，他成为了大家心目中漫威史上最伟大的英雄。@好看,['漫威', '蜘蛛侠', '好莱坞', '酷帅', '小米精选']
I01049406,传奇钢铁侠,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/08a3054d88ce74b92388746d857196f8bcf2e27dd,CC01000020,影视,很多人在媒体上见到的托尼·斯塔克只是一个自我为中心的花花公子。托尼几乎总是骄傲地战斗。但是即使他表现的像个自大狂，他却总是尽他最大努力去保护他的队友。@图虫创意,['漫威', '钢铁侠', '小米精选']
I01372213,水管工拯救蘑菇世界,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/015a9f48823944e42a0713f613242c0a8a491d1a7,CC01000020,影视,《超级马力欧兄弟》以快节奏、幽默风趣的方式展现了马力欧和他的朋友们在蘑菇王国中遇到的各种奇遇和危机，影片的画面也十分精美绚丽，将游戏中的场景和元素还原得十分逼真，让人仿佛置身于游戏世界中。@品鉴图库,['动画电影']
I01099151,漫威电影合集,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0dd4a441ac7b76136b5dd94e5ae64fb144c43c587,CC01000020,影视,彼得·帕克是美国一个平凡的高中生，被变种蜘蛛咬了一口之后，彼得的生活彻底改变了。他拥有了蜘蛛特有的超能力：从手指喷出粘力极强的蜘蛛丝以及飞檐走壁。@图虫创意,['漫威', '蜘蛛侠']
I01046759,《环太平洋：雷霆再起》,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0615494a7fa664ba605b931de4cd2d3bd630394d8,CC01000020,影视,故事发生在距离前作战乱结束十年之后的2035年。当海底虫洞再次被打开，进化而来的怪兽似乎酝酿着更具威胁的阴谋。@传奇影业/环球影业,['英雄', '机器人', '超级英雄', '环太平洋', '小米精选']
I01045983,黑豹,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/0675ed58e6c1546460515ab3f05b9e4f16b11fc7b,CC01000020,影视,查德维克·博斯曼饰演的“黑豹”特查拉不仅是拥有过人能力的超级英雄，还是瓦坎达国王子。父亲去世后，他将担负起统御这个科技先进但与世隔绝的非洲国家的责任，带领他的子民，捍卫他的国土。@看电影,['酷炫', '黑豹', '漫威', '英雄', '超级英雄', '酷帅', '小米精选']
I01116913,蜘蛛侠：平行宇宙,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/05d44c4cd1b92498e2cf924871c34b7d1a29f502c,CC01000020,影视,《蜘蛛侠：平行宇宙》是对“蜘蛛侠”这一人气漫画角色的全新展开，影片以不同的角色和革命性的手法来讲述蜘蛛侠的起源故事。@看电影,['蜘蛛侠', '蜘蛛侠:平行宇宙']
I01045838,蜘蛛侠化身毒蜘蛛,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/04d685c150e2dec614cfea3676ad1996b124172dc,CC01000020,影视,你得到了超能力，一切事情看起来都OK，你得到了心爱的女人，人人都喜欢你，你变成一个人人敬爱的英雄，所以，你还对什么感到不满意呢？于是，我们的英雄在顺流中迷失了自我。@图虫创意,['漫威', '英雄', '蜘蛛侠', '超级英雄']
I01252377,《英雄远征》意义非凡,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/02d7b9478ff4d43b406b114e2230429a78a8fe5cb,CC01000020,影视,作为小蜘蛛在2017年的第一部个人电影《蜘蛛侠：英雄归来》后的首部续集，《英雄远征》承载的意义远不止于此，它是对《终局之战》所作的纪念和后记。@视觉中国,['蜘蛛侠', '酷帅', '小米精选']
I01376785,蜘蛛侠的魅力所在,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/0050fcb3d60be4d2394e2484a9f88942385fd777f,CC01000020,影视,蜘蛛侠是漫威漫画中最经典的角色之一，从1962年8月第一次登场之后，他成为了漫威宇宙中最受欢迎的角色。除了DC的蝙蝠侠之外，几乎没有其他的超级英雄IP比蜘蛛侠更加赚钱，从动画到手办，从游戏到服装等等关于蜘蛛侠的一切都卖得非常火爆。@有料,['魅力', '勇敢', '蜘蛛侠', '超级英雄']
I01049234,复仇者联盟3,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/09183f42475384a442bd3704c5aa5e78d54856211,CC01000020,影视,斯嘉丽·约翰逊在复仇者联盟中饰演的黑寡妇娜塔莉，没有强大的超能力，但却是系列中最重要的女性角色。在复仇者联盟宇宙的第四阶段，她的个人影片将以一种更加截然不同的反类型样貌出现。@看电影,['酷炫', '斯嘉丽·约翰逊', '英雄', '超级英雄', '复仇者联盟', '黑寡妇', '小米精选']
I01415567,迪迦属于什么水平,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/0106ba876bec44ccdab808075234515d8619d3c2f,CC01000020,影视,从实力上来说，常态迪迦在常态奥特曼里是中上游水平，定位类似昭和的艾斯，是个技能王。而闪耀迪迦则属于究极奥特曼，在究极奥特曼里面属于神秘四奥之下的第一档，有时候超过了也不奇怪。就这个数据而言，在光之国也算强者了。@my ideas,['炫酷', '勇敢', '英雄']
I01252383,孙悟空大战妖王,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1080/MiTv/08556f5160d74483c04017907d45cd87f737f4b72,CC01000020,影视,此次《西游记之再世妖王》的预告广受关注，影片的出彩之处在于风格鲜明，暗黑风格与爽爆打斗融为一体，这种新奇的“中国式暴力美学”着实抓人眼球。此番《西游记之再世妖王》的大胆试水，定能为观众带来惊喜。@好看,['动画电影', '孙悟空', '西游记']
I01287734,《冰雪奇缘》,http://wallpaper.cdn.pandora.xiaomi.com/thumbnail/webp/w1350/MiTv/0a8a14023db4649cc9f5ffc14526bada73100ef3d,CC01000020,影视,《冰雪奇缘》用全新的视角诠释了真爱。真爱不仅仅是爱情，也是亲情和友情。艾尔莎被亲情感化，才彻底打开了心门。@图虫创意,['欢乐', '冰雪奇缘', '温情', '动画电影']
